"Chromosome","Bin","Clone_1_strand_1","Clone_1_strand_2","Clone_2_strand_1","Clone_2_strand_2","Clone_2_strand_3","Clone_3_strand_1","Clone_3_strand_2","Clone_4_strand_1","Clone_4_strand_2"
2,53,"A","B","A","B","NA","A","B","A","B"
2,54,"A","B","A","B","NA","A","B","A","B"
2,55,"A","B","A","B","NA","A","B","A","B"
2,56,"A","B","A","B","NA","A","B","A","B"
2,57,"A","B","A","B","NA","A","B","A","B"
2,58,"A","B","A","B","NA","A","B","A","B"
2,59,"A","B","A","B","NA","A","B","A","B"
2,60,"A","B","A","B","NA","A","B","A","B"
2,61,"A","B","A","B","NA","A","B","A","B"
2,62,"A","B","A","B","NA","A","B","A","B"
2,63,"A","B","A","B","NA","A","B","A","B"
2,64,"A","B","A","B","NA","A","B","A","B"
2,65,"A","B","A","B","NA","A","B","A","B"
2,66,"A","B","A","B","NA","A","B","A","B"
2,67,"A","B","A","B","NA","A","B","A","B"
2,68,"A","B","A","B","NA","A","B","A","B"
2,69,"A","B","A","B","NA","A","B","A","B"
2,70,"A","B","A","B","NA","A","B","A","B"
2,71,"A","B","A","B","NA","A","B","A","B"
2,72,"A","B","A","B","NA","A","B","A","B"
2,73,"A","B","A","B","NA","A","B","A","B"
2,74,"A","B","A","B","NA","A","B","A","B"
2,75,"A","B","A","B","NA","A","B","A","B"
2,76,"A","B","A","B","NA","A","B","A","B"
2,77,"A","B","A","B","NA","A","B","A","B"
2,78,"A","B","A","B","NA","A","B","A","B"
2,79,"A","B","A","B","NA","A","B","A","B"
2,80,"A","B","A","B","NA","A","B","A","B"
2,81,"A","B","A","B","NA","A","B","A","B"
2,82,"A","B","A","B","NA","A","B","A","B"
2,83,"A","B","A","B","NA","A","B","A","B"
2,84,"A","B","A","B","NA","A","B","A","B"
2,85,"A","B","A","B","NA","A","B","A","B"
2,86,"A","B","A","B","NA","A","B","A","B"
2,87,"A","B","A","B","NA","A","B","A","B"
2,88,"A","B","A","B","NA","A","B","A","B"
2,89,"A","B","A","B","NA","A","B","A","B"
2,90,"A","B","A","B","NA","A","B","A","B"
2,91,"A","B","A","B","NA","A","B","A","B"
2,92,"A","B","A","B","NA","A","B","A","B"
2,93,"A","B","A","B","NA","A","B","A","B"
2,94,"A","B","A","B","NA","A","B","A","B"
2,95,"A","B","A","B","NA","A","B","A","B"
2,96,"A","B","A","B","NA","A","B","A","B"
2,97,"A","B","A","B","NA","A","B","A","B"
2,98,"A","B","A","B","NA","A","B","A","B"
2,99,"A","B","A","B","NA","A","B","A","B"
2,100,"A","B","A","B","NA","A","B","A","B"
2,101,"A","B","A","B","NA","A","B","A","B"
2,102,"A","B","A","B","NA","A","B","A","B"
2,103,"A","B","A","B","NA","A","B","A","B"
2,104,"A","B","A","B","NA","A","B","A","B"
2,105,"A","B","A","B","NA","A","B","A","B"
2,106,"A","B","A","B","NA","A","B","A","B"
2,107,"A","B","A","B","NA","A","B","A","B"
2,108,"A","B","A","B","NA","A","B","A","B"
2,109,"A","B","A","B","NA","A","B","A","B"
2,110,"A","B","A","B","NA","A","B","A","B"
2,111,"A","B","A","B","NA","A","B","A","B"
2,112,"A","B","A","B","NA","A","B","A","B"
2,113,"A","B","A","B","NA","A","B","A","B"
2,114,"A","B","A","B","NA","A","B","A","B"
2,115,"A","B","A","B","NA","A","B","A","B"
2,116,"A","B","A","B","NA","A","B","A","B"
2,117,"A","B","A","B","NA","A","B","A","B"
2,118,"A","B","A","B","NA","A","B","A","B"
2,119,"A","B","A","B","NA","A","B","A","B"
2,120,"A","B","A","B","NA","A","B","A","B"
2,121,"A","B","A","B","NA","A","B","A","B"
2,122,"A","B","A","B","NA","A","B","A","B"
2,123,"A","B","A","B","NA","A","B","A","B"
2,124,"A","B","A","B","NA","A","B","A","B"
2,125,"A","B","A","B","NA","A","B","A","B"
2,126,"A","B","A","B","NA","A","B","A","B"
2,127,"A","B","A","B","NA","A","B","A","B"
2,128,"A","B","A","B","NA","A","B","A","B"
2,129,"A","B","A","B","NA","A","B","A","B"
2,130,"A","B","A","B","NA","A","B","A","B"
2,131,"A","B","A","B","NA","A","B","A","B"
2,132,"A","B","A","B","NA","A","B","A","B"
2,133,"A","B","A","B","NA","A","B","A","B"
2,134,"A","B","A","B","NA","A","B","A","B"
2,135,"A","B","A","B","NA","A","B","A","B"
2,136,"A","B","A","B","NA","A","B","A","B"
2,137,"A","B","A","B","NA","A","B","A","B"
2,138,"A","B","A","B","NA","A","B","A","B"
2,139,"A","B","A","B","NA","A","B","A","B"
2,140,"A","B","A","B","NA","A","B","A","B"
2,141,"A","B","A","B","NA","A","B","A","B"
2,142,"A","B","A","B","NA","A","B","A","B"
2,143,"A","B","A","B","NA","A","B","A","B"
2,144,"A","B","A","B","NA","A","B","A","B"
2,145,"A","B","A","B","NA","A","B","A","B"
2,146,"A","B","A","B","NA","A","B","A","B"
2,147,"A","B","A","B","NA","A","B","A","B"
2,148,"A","B","A","B","NA","A","B","A","B"
2,149,"A","B","A","B","NA","A","B","A","B"
2,150,"A","B","A","B","NA","A","B","A","B"
2,151,"A","B","A","B","NA","A","B","A","B"
2,152,"A","B","A","B","NA","A","B","A","B"
2,153,"A","B","A","B","NA","A","B","A","B"
2,154,"A","B","A","B","NA","A","B","A","B"
2,155,"A","B","A","B","NA","A","B","A","B"
2,156,"A","B","A","B","NA","A","B","A","B"
2,157,"A","B","A","B","NA","A","B","A","B"
2,158,"A","B","A","B","NA","A","B","A","B"
2,159,"A","B","A","B","NA","A","B","A","B"
2,160,"A","B","A","B","NA","A","B","A","B"
2,161,"A","B","A","B","NA","A","B","A","B"
2,162,"A","B","A","B","NA","A","B","A","B"
2,163,"A","B","A","B","NA","A","B","A","B"
2,164,"A","B","A","B","NA","A","B","A","B"
2,165,"A","B","A","B","NA","A","B","A","B"
2,166,"A","B","A","B","NA","A","B","A","B"
2,167,"A","B","A","B","NA","A","B","A","B"
2,168,"A","B","A","B","NA","A","B","A","B"
2,169,"A","B","A","B","NA","A","B","A","B"
2,170,"A","B","A","B","NA","A","B","A","B"
2,171,"A","B","A","B","NA","A","B","A","B"
2,172,"A","B","A","B","NA","A","B","A","B"
2,173,"A","B","A","B","NA","A","B","A","B"
2,174,"A","B","A","B","NA","A","B","A","B"
2,175,"A","B","A","B","NA","A","B","A","B"
2,176,"A","B","A","B","NA","A","B","A","B"
2,177,"A","B","A","B","NA","A","B","A","B"
2,178,"A","B","A","B","NA","A","B","A","B"
2,179,"A","B","A","B","NA","A","B","A","B"
2,180,"A","B","A","B","NA","A","B","A","B"
2,181,"A","B","A","B","NA","A","B","A","B"
2,182,"A","B","A","B","NA","A","B","A","B"
2,183,"A","B","A","B","NA","A","B","A","B"
2,184,"A","B","A","B","NA","A","B","A","B"
2,185,"A","B","A","B","NA","A","B","A","B"
2,186,"A","B","A","B","NA","A","B","A","B"
2,187,"A","B","A","B","NA","A","B","A","B"
2,188,"A","B","A","B","NA","A","B","A","B"
2,189,"A","B","A","B","NA","A","B","A","B"
2,190,"A","B","A","B","NA","A","B","A","B"
2,191,"A","B","A","B","NA","A","B","A","B"
2,192,"A","B","A","B","NA","A","B","A","B"
2,193,"A","B","A","B","NA","A","B","A","B"
2,194,"A","B","A","B","NA","A","B","A","B"
2,195,"A","B","A","B","NA","A","B","A","B"
2,196,"A","B","A","B","NA","A","B","A","B"
2,197,"A","B","A","B","NA","A","B","A","B"
2,198,"A","B","A","B","NA","A","B","A","B"
2,199,"A","B","A","B","NA","A","B","A","B"
2,200,"A","B","A","B","NA","A","B","A","B"
2,201,"A","B","A","B","NA","A","B","A","B"
2,202,"A","B","A","B","NA","A","B","A","B"
2,203,"A","B","A","B","NA","A","B","A","B"
2,204,"A","B","A","B","NA","A","B","A","B"
2,205,"A","B","A","B","NA","A","B","A","B"
2,206,"A","B","A","B","NA","A","B","A","B"
2,207,"A","B","A","B","NA","A","B","A","B"
2,208,"A","B","A","B","NA","A","B","A","B"
2,209,"A","B","A","B","NA","A","B","A","B"
2,210,"A","B","A","B","NA","A","B","A","B"
2,211,"A","B","A","B","NA","A","B","A","B"
2,212,"A","B","A","B","NA","A","B","A","B"
2,213,"A","B","A","B","NA","A","B","A","B"
2,214,"A","B","A","B","NA","A","B","A","B"
2,215,"A","B","A","B","NA","A","B","A","B"
2,216,"A","B","A","B","NA","A","B","A","B"
2,217,"A","B","A","B","NA","A","B","A","B"
2,218,"A","B","A","B","NA","A","B","A","B"
2,219,"A","B","A","B","NA","A","B","A","B"
2,220,"A","B","A","B","NA","A","B","A","B"
2,221,"A","B","A","B","NA","A","B","A","B"
2,222,"A","B","A","B","NA","A","B","A","B"
2,223,"A","B","A","B","NA","A","B","A","B"
2,224,"A","B","A","B","NA","A","B","A","B"
2,225,"A","B","A","B","NA","A","B","A","B"
2,226,"A","B","A","B","NA","A","B","A","B"
2,227,"A","B","A","B","NA","A","B","A","B"
2,228,"A","B","A","B","NA","A","B","A","B"
2,229,"A","B","A","B","NA","A","B","A","B"
2,230,"A","B","A","B","NA","A","B","A","B"
2,231,"A","B","A","B","NA","A","B","A","B"
2,232,"A","B","A","B","NA","A","B","A","B"
2,233,"A","B","A","B","NA","A","B","A","B"
2,234,"A","B","A","B","NA","A","B","A","B"
2,235,"A","B","A","B","NA","A","B","A","B"
2,236,"A","B","A","B","NA","A","B","A","B"
2,237,"A","B","A","B","NA","A","B","A","B"
2,238,"A","B","A","B","NA","A","B","A","B"
2,239,"A","B","A","B","NA","A","B","A","B"
2,240,"A","B","A","B","NA","A","B","A","B"
2,241,"A","B","A","B","NA","A","B","A","B"
2,242,"A","B","A","B","NA","A","B","A","B"
2,243,"A","B","A","B","NA","A","B","A","B"
2,244,"A","B","A","B","NA","A","B","A","B"
2,245,"A","B","A","B","NA","A","B","A","B"
2,246,"A","B","A","B","NA","A","B","A","B"
2,247,"A","B","A","B","NA","A","B","A","B"
2,248,"A","B","A","B","NA","A","B","A","B"
2,249,"A","B","A","B","NA","A","B","A","B"
2,250,"A","B","A","B","NA","A","B","A","B"
2,251,"A","B","A","B","NA","A","B","A","B"
2,252,"A","B","A","B","NA","A","B","A","B"
2,253,"A","B","A","B","NA","A","B","A","B"
2,254,"A","B","A","B","NA","A","B","A","B"
2,255,"A","B","A","B","NA","A","B","A","B"
2,256,"A","B","A","B","NA","A","B","A","B"
2,257,"A","B","A","B","NA","A","B","A","B"
2,258,"A","B","A","B","NA","A","B","A","B"
2,259,"A","B","A","B","NA","A","B","A","B"
2,260,"A","B","A","B","NA","A","B","A","B"
2,261,"A","B","A","B","NA","A","B","A","B"
2,262,"A","B","A","B","NA","A","B","A","B"
2,263,"A","B","A","B","NA","A","B","A","B"
2,264,"A","B","A","B","NA","A","B","A","B"
2,265,"A","B","A","B","NA","A","B","A","B"
2,266,"A","B","A","B","NA","A","B","A","B"
2,267,"A","B","A","B","NA","A","B","A","B"
2,268,"A","B","A","B","NA","A","B","A","B"
2,269,"A","B","A","B","NA","A","B","A","B"
2,270,"A","B","A","B","NA","A","B","A","B"
2,271,"A","B","A","B","NA","A","B","A","B"
2,272,"A","B","A","B","NA","A","B","A","B"
2,273,"A","B","A","B","NA","A","B","A","B"
2,274,"A","B","A","B","NA","A","B","A","B"
2,275,"A","B","A","B","NA","A","B","A","B"
2,276,"A","B","A","B","NA","A","B","A","B"
2,277,"A","B","A","B","NA","A","B","A","B"
2,278,"A","B","A","B","NA","A","B","A","B"
2,279,"A","B","A","B","NA","A","B","A","B"
2,280,"A","B","A","B","NA","A","B","A","B"
2,281,"A","B","A","B","NA","A","B","A","B"
2,282,"A","B","A","B","NA","A","B","A","B"
2,283,"A","B","A","B","NA","A","B","A","B"
2,284,"A","B","A","B","NA","A","B","A","B"
2,285,"A","B","A","B","NA","A","B","A","B"
2,286,"A","B","A","B","NA","A","B","A","B"
2,287,"A","B","A","B","NA","A","B","A","B"
2,288,"A","B","A","B","NA","A","B","A","B"
2,289,"A","B","A","B","NA","A","B","A","B"
2,290,"A","B","A","B","NA","A","B","A","B"
2,291,"A","B","A","B","NA","A","B","A","B"
2,292,"A","B","A","B","NA","A","B","A","B"
2,293,"A","B","A","B","NA","A","B","A","B"
2,294,"A","B","A","B","NA","A","B","A","B"
2,295,"A","B","A","B","NA","A","B","A","B"
2,296,"A","B","A","B","NA","A","B","A","B"
2,297,"A","B","A","B","NA","A","B","A","B"
2,298,"A","B","A","B","NA","A","B","A","B"
2,299,"A","B","A","B","NA","A","B","A","B"
2,300,"A","B","A","B","NA","A","B","A","B"
2,301,"A","B","A","B","NA","A","B","A","B"
2,302,"A","B","A","B","NA","A","B","A","B"
2,303,"A","B","A","B","NA","A","B","A","B"
2,304,"A","B","A","B","NA","A","B","A","B"
2,305,"A","B","A","B","NA","A","B","A","B"
2,306,"A","B","A","B","NA","A","B","A","B"
2,307,"A","B","A","B","NA","A","B","A","B"
2,308,"A","B","A","B","NA","A","B","A","B"
2,309,"A","B","A","B","NA","A","B","A","B"
2,310,"A","B","A","B","NA","A","B","A","B"
2,311,"A","B","A","B","NA","A","B","A","B"
2,312,"A","B","A","B","NA","A","B","A","B"
2,313,"A","B","A","B","NA","A","B","A","B"
2,314,"A","B","A","B","NA","A","B","A","B"
2,315,"A","B","A","B","NA","A","B","A","B"
2,316,"A","B","A","B","NA","A","B","A","B"
2,317,"A","B","A","B","NA","A","B","A","B"
2,318,"A","B","A","B","NA","A","B","A","B"
2,319,"A","B","A","B","NA","A","B","A","B"
2,320,"A","B","A","B","NA","A","B","A","B"
2,321,"A","B","A","B","NA","A","B","A","B"
2,322,"A","B","A","B","NA","A","B","A","B"
2,323,"A","B","A","B","NA","A","B","A","B"
2,324,"A","B","A","B","NA","A","B","A","B"
2,325,"A","B","A","B","NA","A","B","A","B"
2,326,"A","B","A","B","NA","A","B","A","B"
2,327,"A","B","A","B","NA","A","B","A","B"
2,328,"A","B","A","B","NA","A","B","A","B"
2,329,"A","B","A","B","NA","A","B","A","B"
2,330,"A","B","A","B","NA","A","B","A","B"
2,331,"A","B","A","B","NA","A","B","A","B"
2,332,"A","B","A","B","NA","A","B","A","B"
2,333,"A","B","A","B","NA","A","B","A","B"
2,334,"A","B","A","B","NA","A","B","A","B"
2,335,"A","B","A","B","NA","A","B","A","B"
2,336,"A","B","A","B","NA","A","B","A","B"
2,337,"A","B","A","B","NA","A","B","A","B"
2,338,"A","B","A","B","NA","A","B","A","B"
2,339,"A","B","A","B","NA","A","B","A","B"
2,340,"A","B","A","B","NA","A","B","A","B"
2,341,"A","B","A","B","NA","A","B","A","B"
2,342,"A","B","A","B","NA","A","B","A","B"
2,343,"A","B","A","B","NA","A","B","A","B"
2,344,"A","B","A","B","NA","A","B","A","B"
2,345,"A","B","A","B","NA","A","B","A","B"
2,346,"A","B","A","B","NA","A","B","A","B"
2,347,"A","B","A","B","NA","A","B","A","B"
2,348,"A","B","A","B","NA","A","B","A","B"
2,349,"A","B","A","B","NA","A","B","A","B"
2,350,"A","B","A","B","NA","A","B","A","B"
2,351,"A","B","A","B","NA","A","B","A","B"
2,352,"A","B","A","B","NA","A","B","A","B"
2,353,"A","B","A","B","NA","A","B","A","B"
2,354,"A","B","A","B","NA","A","B","A","B"
2,355,"A","B","A","B","NA","A","B","A","B"
2,356,"A","B","A","B","NA","A","B","A","B"
2,357,"A","B","A","B","NA","A","B","A","B"
2,358,"A","B","A","B","NA","A","B","A","B"
2,359,"A","B","A","B","NA","A","B","A","B"
2,360,"A","B","A","B","NA","A","B","A","B"
2,361,"A","B","A","B","NA","A","B","A","B"
2,362,"A","B","A","B","NA","A","B","A","B"
2,363,"A","B","A","B","NA","A","B","A","B"
2,364,"A","B","A","B","NA","A","B","A","B"
2,365,"A","B","A","B","NA","A","B","A","B"
2,366,"A","B","A","B","NA","A","B","A","B"
2,367,"A","B","A","B","NA","A","B","A","B"
2,368,"A","B","A","B","NA","A","B","A","B"
2,369,"A","B","A","B","NA","A","B","A","B"
2,370,"A","B","A","B","NA","A","B","A","B"
2,371,"A","B","A","B","NA","A","B","A","B"
2,372,"A","B","A","B","NA","A","B","A","B"
2,373,"A","B","A","B","NA","A","B","A","B"
2,374,"A","B","A","B","NA","A","B","A","B"
2,375,"A","B","A","B","NA","A","B","A","B"
2,376,"A","B","A","B","NA","A","B","A","B"
2,377,"A","B","A","B","NA","A","B","A","B"
2,378,"A","B","A","B","NA","A","B","A","B"
2,379,"A","B","A","B","NA","A","B","A","B"
2,380,"A","B","A","B","NA","A","B","A","B"
2,381,"A","B","A","B","NA","A","B","A","B"
2,382,"A","B","A","B","NA","A","B","A","B"
2,383,"A","B","A","B","NA","A","B","A","B"
2,384,"A","B","A","B","NA","A","B","A","B"
2,385,"A","B","A","B","NA","A","B","A","B"
2,386,"A","B","A","B","NA","A","B","A","B"
2,387,"A","B","A","B","NA","A","B","A","B"
2,388,"A","B","A","B","NA","A","B","A","B"
2,389,"A","B","A","B","NA","A","B","A","B"
2,390,"A","B","A","B","NA","A","B","A","B"
2,391,"A","B","A","B","NA","A","B","A","B"
2,392,"A","B","A","B","NA","A","B","A","B"
2,393,"A","B","A","B","NA","A","B","A","B"
2,394,"A","B","A","B","NA","A","B","A","B"
2,395,"A","B","A","B","NA","A","B","A","B"
2,396,"A","B","A","B","NA","A","B","A","B"
2,397,"A","B","A","B","NA","A","B","A","B"
2,398,"A","B","A","B","NA","A","B","A","B"
2,399,"A","B","A","B","NA","A","B","A","B"
2,400,"A","B","A","B","NA","A","B","A","B"
2,401,"A","B","A","B","NA","A","B","A","B"
2,402,"A","B","A","B","NA","A","B","A","B"
2,403,"A","B","A","B","NA","A","B","A","B"
2,404,"A","B","A","B","NA","A","B","A","B"
2,405,"A","B","A","B","NA","A","B","A","B"
2,406,"A","B","A","B","NA","A","B","A","B"
2,407,"A","B","A","B","NA","A","B","A","B"
2,408,"A","B","A","B","NA","A","B","A","B"
2,409,"A","B","A","B","NA","A","B","A","B"
2,410,"A","B","A","B","NA","A","B","A","B"
2,411,"A","B","A","B","NA","A","B","A","B"
2,412,"A","B","A","B","NA","A","B","A","B"
2,413,"A","B","A","B","NA","A","B","A","B"
2,414,"A","B","A","B","NA","A","B","A","B"
2,415,"A","B","A","B","NA","A","B","A","B"
2,416,"A","B","A","B","NA","A","B","A","B"
2,417,"A","B","A","B","NA","A","B","A","B"
2,418,"A","B","A","B","NA","A","B","A","B"
2,419,"A","B","A","B","NA","A","B","A","B"
2,420,"A","B","A","B","NA","A","B","A","B"
2,421,"A","B","A","B","NA","A","B","A","B"
2,422,"A","B","A","B","NA","A","B","A","B"
2,423,"A","B","A","B","NA","A","B","A","B"
2,424,"A","B","A","B","NA","A","B","A","B"
2,425,"A","B","A","B","NA","A","B","A","B"
2,426,"A","B","A","B","NA","A","B","A","B"
2,427,"A","B","A","B","NA","A","B","A","B"
2,428,"A","B","A","B","NA","A","B","A","B"
2,429,"A","B","A","B","NA","A","B","A","B"
2,430,"A","B","A","B","NA","A","B","A","B"
2,431,"A","B","A","B","NA","A","B","A","B"
2,432,"A","B","A","B","NA","A","B","A","B"
2,433,"A","B","A","B","NA","A","B","A","B"
2,434,"A","B","A","B","NA","A","B","A","B"
2,435,"A","B","A","B","NA","A","B","A","B"
2,436,"A","B","A","B","NA","A","B","A","B"
2,437,"A","B","A","B","NA","A","B","A","B"
2,438,"A","B","A","B","NA","A","B","A","B"
2,439,"A","B","A","B","NA","A","B","A","B"
2,440,"A","B","A","B","NA","A","B","A","B"
2,441,"A","B","A","B","NA","A","B","A","B"
2,442,"A","B","A","B","NA","A","B","A","B"
2,443,"A","B","A","B","NA","A","B","A","B"
2,444,"A","B","A","B","NA","A","B","A","B"
2,445,"A","B","A","B","NA","A","B","A","B"
2,446,"A","B","A","B","NA","A","B","A","B"
2,447,"A","B","A","B","NA","A","B","A","B"
2,448,"A","B","A","B","NA","A","B","A","B"
2,449,"A","B","A","B","NA","A","B","A","B"
2,450,"A","B","A","B","NA","A","B","A","B"
2,451,"A","B","A","B","NA","A","B","A","B"
2,452,"A","B","A","B","NA","A","B","A","B"
2,453,"A","B","A","B","NA","A","B","A","B"
2,454,"A","B","A","B","NA","A","B","A","B"
2,455,"A","B","A","B","NA","A","B","A","B"
2,456,"A","B","A","B","NA","A","B","A","B"
2,457,"A","B","A","B","NA","A","B","A","B"
2,458,"A","B","A","B","NA","A","B","A","B"
2,459,"A","B","A","B","NA","A","B","A","B"
2,460,"A","B","A","B","NA","A","B","A","B"
2,461,"A","B","A","B","NA","A","B","A","B"
2,462,"A","B","A","B","NA","A","B","A","B"
2,463,"A","B","A","B","NA","A","B","A","B"
2,464,"A","B","A","B","NA","A","B","A","B"
2,465,"A","B","A","B","NA","A","B","A","B"
2,466,"A","B","A","B","NA","A","B","A","B"
2,467,"A","B","A","B","NA","A","B","A","B"
2,468,"A","B","A","B","NA","A","B","A","B"
2,469,"A","B","A","B","NA","A","B","A","B"
2,470,"A","B","A","B","NA","A","B","A","B"
2,471,"A","B","A","B","NA","A","B","A","B"
2,472,"A","B","A","B","NA","A","B","A","B"
2,473,"A","B","A","B","NA","A","B","A","B"
2,474,"A","B","A","B","NA","A","B","A","B"
2,475,"A","B","A","B","NA","A","B","A","B"
2,476,"A","B","A","B","NA","A","B","A","B"
2,477,"A","B","A","B","NA","A","B","A","B"
2,478,"A","B","A","B","NA","A","B","A","B"
2,479,"A","B","A","B","NA","A","B","A","B"
2,480,"A","B","A","B","NA","A","B","A","B"
2,481,"A","B","A","B","NA","A","B","A","B"
2,482,"A","B","A","B","NA","A","B","A","B"
2,483,"A","B","A","B","NA","A","B","A","B"
2,484,"A","B","A","B","NA","A","B","A","B"
2,485,"A","B","A","B","NA","A","B","A","B"
2,486,"A","B","A","B","NA","A","B","A","B"
2,487,"A","B","A","B","NA","A","B","A","B"
3,1,"A","B","A","B","NA","A","B","A","B"
3,2,"A","B","A","B","NA","A","B","A","B"
3,3,"A","B","A","B","NA","A","B","A","B"
3,4,"A","B","A","B","NA","A","B","A","B"
3,5,"A","B","A","B","NA","A","B","A","B"
3,6,"A","B","A","B","NA","A","B","A","B"
3,7,"A","B","A","B","NA","A","B","A","B"
3,8,"A","B","A","B","NA","A","B","A","B"
3,9,"A","B","A","B","NA","A","B","A","B"
3,10,"A","B","A","B","NA","A","B","A","B"
3,11,"A","B","A","B","NA","A","B","A","B"
3,12,"A","B","A","B","NA","A","B","A","B"
3,13,"A","B","A","B","NA","A","B","A","B"
3,14,"A","B","A","B","NA","A","B","A","B"
3,15,"A","B","A","B","NA","A","B","A","B"
3,16,"A","B","A","B","NA","A","B","A","B"
3,17,"A","B","A","B","NA","A","B","A","B"
3,18,"A","B","A","B","NA","A","B","A","B"
3,19,"A","B","A","B","NA","A","B","A","B"
3,20,"A","B","A","B","NA","A","B","A","B"
3,21,"A","B","A","B","NA","A","B","A","B"
3,22,"A","B","A","B","NA","A","B","A","B"
3,23,"A","B","A","B","NA","A","B","A","B"
3,24,"A","B","A","B","NA","A","B","A","B"
3,25,"A","B","A","B","NA","A","B","A","B"
3,26,"A","B","A","B","NA","A","B","A","B"
3,27,"A","B","A","B","NA","A","B","A","B"
3,28,"A","B","A","B","NA","A","B","A","B"
3,29,"A","B","A","B","NA","A","B","A","B"
3,30,"A","B","A","B","NA","A","B","A","B"
3,31,"A","B","A","B","NA","A","B","A","B"
3,32,"A","B","A","B","NA","A","B","A","B"
3,33,"A","B","A","B","NA","A","B","A","B"
3,34,"A","B","A","B","NA","A","B","A","B"
3,35,"A","B","A","B","NA","A","B","A","B"
3,36,"A","B","A","B","NA","A","B","A","B"
3,37,"A","B","A","B","NA","A","B","A","B"
3,38,"A","B","A","B","NA","A","B","A","B"
3,39,"A","B","A","B","NA","A","B","A","B"
3,40,"A","B","A","B","NA","A","B","A","B"
3,41,"A","B","A","B","NA","A","B","A","B"
3,42,"A","B","A","B","NA","A","B","A","B"
3,43,"A","B","A","B","NA","A","B","A","B"
3,44,"A","B","A","B","NA","A","B","A","B"
3,45,"A","B","A","B","NA","A","B","A","B"
3,46,"A","B","A","B","NA","A","B","A","B"
3,47,"A","B","A","B","NA","A","B","A","B"
3,48,"A","B","A","B","NA","A","B","A","B"
3,49,"A","B","A","B","NA","A","B","A","B"
3,50,"A","B","A","B","NA","A","B","A","B"
3,51,"A","B","A","B","NA","A","B","A","B"
3,52,"A","B","A","B","NA","A","B","A","B"
3,53,"A","B","A","B","NA","A","B","A","B"
3,54,"A","B","A","B","NA","A","B","A","B"
3,55,"A","B","A","B","NA","A","B","A","B"
3,56,"A","B","A","B","NA","A","B","A","B"
3,57,"A","B","A","B","NA","A","B","A","B"
3,58,"A","B","A","B","NA","A","B","A","B"
3,59,"A","B","A","B","NA","A","B","A","B"
3,60,"A","B","A","B","NA","A","B","A","B"
3,61,"A","B","A","B","NA","A","B","A","B"
3,62,"A","B","A","B","NA","A","B","A","B"
3,63,"A","B","A","B","NA","A","B","A","B"
